,team_id,team_name,total_games,games_started,minutes_played,fg,fga,fgp,fg3,fg3a,fg3p,fg2,fg2a,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts
13,14.0,Los Angeles Lakers,38.8125,18.4375,846.0,5.2875,11.481250000000001,0.4225,1.45625,4.5,0.3420625,3.8125,6.9875,0.45537500000000003,1.9312500000000001,2.69375,0.6450625,1.3499999999999999,5.0375,6.3875,4.45,1.55,0.86875,1.80625,2.8875,13.975
14,15.0,Memphis Grizzlies,33.125,14.5,712.3125,5.78125,12.3625,0.4713125,1.24375,3.88125,0.3050625,4.53125,8.46875,0.5494375,2.2,2.95625,0.7135,1.49375,5.38125,6.8625,3.75625,1.20625,0.81875,2.175,3.4,15.0125
15,16.0,Miami Heat,29.352941176470587,15.882352941176471,750.1176470588235,4.923529411764706,11.13529411764706,0.4866470588235294,1.9882352941176469,5.770588235294118,0.27688235294117647,2.9470588235294115,5.341176470588235,0.5197647058823529,2.664705882352941,3.488235294117647,0.6088823529411764,1.5647058823529412,5.358823529411765,6.917647058823529,2.7176470588235295,1.2058823529411764,0.611764705882353,1.6588235294117646,3.829411764705882,14.494117647058824
16,17.0,Milwaukee Bucks,38.1764705882353,16.176470588235293,787.7647058823529,5.747058823529412,12.652941176470588,0.4485882352941177,1.9294117647058822,5.741176470588235,0.32205882352941173,3.8176470588235296,6.929411764705883,0.5435882352941176,2.3823529411764706,3.394117647058824,0.7544705882352941,1.5470588235294118,5.452941176470588,6.982352941176471,3.6999999999999997,1.188235294117647,0.711764705882353,1.8941176470588237,3.1411764705882352,15.782352941176471
17,18.0,Minnesota Timberwolves,18.294117647058822,6.235294117647059,395.1764705882353,5.188235294117647,12.623529411764705,0.37070588235294116,1.9882352941176469,6.035294117647059,0.28658823529411764,3.211764705882353,6.588235294117647,0.4364117647058824,2.9058823529411764,3.5176470588235293,0.7131176470588236,1.3235294117647058,4.476470588235294,5.805882352941176,3.1470588235294117,1.0058823529411764,0.6882352941176471,1.9941176470588236,2.9,15.217647058823529
18,19.0,New Orleans Pelicans,37.76470588235294,17.058823529411764,887.2352941176471,5.694117647058824,12.205882352941176,0.46588235294117647,1.6764705882352942,4.664705882352941,0.3100588235294118,4.017647058823529,7.552941176470589,0.5184705882352941,2.1999999999999997,3.1235294117647054,0.604764705882353,1.8176470588235294,4.947058823529411,6.747058823529412,3.4058823529411764,0.8941176470588236,0.7647058823529411,2.6294117647058823,3.4058823529411764,15.25294117647059
19,20.0,New York Knicks,34.9375,14.5,744.625,5.2,12.64375,0.419,1.33125,4.65625,0.259125,3.86875,7.9875,0.4831875,1.93125,2.825,0.657,1.5375,4.40625,5.94375,3.55625,1.125,0.61875,1.90625,3.1875,13.69375
20,21.0,Oklahoma City Thunder,35.529411764705884,18.470588235294116,840.8823529411765,4.3,12.25294117647059,0.3827647058823529,1.1411764705882352,4.1117647058823525,0.25623529411764706,3.176470588235294,8.13529411764706,0.4501176470588235,1.8647058823529412,2.429411764705882,0.5948823529411764,1.0941176470588236,4.329411764705882,5.435294117647059,2.2411764705882353,0.9176470588235294,0.7000000000000001,1.3882352941176472,2.7764705882352945,11.611764705882353
21,22.0,Orlando Magic,31.941176470588236,16.176470588235293,771.3529411764706,4.635294117647058,12.341176470588236,0.38576470588235295,1.4058823529411764,4.694117647058824,0.28705882352941176,3.2411764705882353,7.635294117647059,0.441,2.235294117647059,4.052941176470589,0.7190588235294118,1.7176470588235293,4.576470588235294,6.2823529411764705,2.576470588235294,1.2411764705882353,0.888235294117647,1.6235294117647059,2.5411764705882356,12.905882352941177
22,23.0,Philadelphia 76ers,32.5,17.5,774.8125,5.5625,12.6,0.44937499999999997,1.5,4.74375,0.28068750000000003,4.05625,7.8625,0.5026875,2.05,2.8125,0.6289375,1.34375,5.4,6.7375,3.2875,1.1,0.99375,2.08125,3.33125,14.7
23,24.0,Phoenix Suns,33.6875,17.0,795.8125,5.56875,13.00625,0.4311875,1.28125,4.80625,0.27375,4.30625,8.2,0.512375,2.51875,3.0375,0.7655,1.61875,4.43125,6.04375,3.29375,1.125,0.525,1.71875,3.125,14.93125
24,25.0,Portland Trail Blazers,32.5,20.0625,826.9375,5.44375,11.8,0.4615,1.26875,3.5125,0.286125,4.1625,8.28125,0.50475,2.4,3.40625,0.734,2.0875,5.84375,7.93125,2.40625,0.975,0.84375,1.91875,4.06875,14.54375
25,26.0,Sacramento Kings,30.25,16.5625,744.75,5.875,13.55,0.42875,1.3625,4.90625,0.237875,4.525,8.65,0.5279375000000001,2.15,2.81875,0.6633125,1.3062500000000001,4.5375,5.8374999999999995,3.0375,1.0875,0.59375,1.625,3.30625,15.26875
26,27.0,San Antonio Spurs,37.0625,16.875,811.6875,5.575,12.15625,0.4216875,1.10625,3.0,0.224375,4.46875,9.15,0.4498125,2.4,2.91875,0.7038125,1.90625,5.49375,7.39375,3.38125,0.74375,0.75625,2.05625,2.2875,14.6375
27,28.0,Toronto Raptors,33.23529411764706,16.176470588235293,781.7058823529412,4.917647058823529,11.594117647058823,0.39694117647058824,1.6352941176470588,4.764705882352941,0.29611764705882354,3.276470588235294,6.823529411764706,0.4541764705882353,2.7235294117647055,3.7588235294117647,0.733764705882353,1.776470588235294,5.964705882352941,7.741176470588235,3.2529411764705882,1.311764705882353,0.6294117647058823,1.9,4.147058823529412,14.188235294117646
28,29.0,Utah Jazz,30.764705882352942,15.764705882352942,726.1176470588235,4.647058823529412,10.623529411764705,0.391,1.4411764705882353,4.147058823529412,0.2175294117647059,3.2058823529411766,6.476470588235294,0.428,1.6823529411764706,2.2529411764705882,0.5753529411764706,1.535294117647059,6.376470588235295,7.917647058823529,2.911764705882353,0.7000000000000001,0.9058823529411765,2.3588235294117648,3.111764705882353,12.411764705882353
29,30.0,Washington Wizards,29.058823529411764,15.058823529411764,703.7647058823529,5.68235294117647,11.911764705882353,0.48064705882352937,1.5294117647058822,4.258823529411765,0.30270588235294116,4.141176470588236,7.647058823529412,0.5385882352941177,2.6294117647058823,3.4411764705882355,0.7257058823529412,1.8,5.2176470588235295,7.023529411764706,3.4823529411764707,1.1588235294117646,0.7352941176470589,1.9941176470588236,3.764705882352941,15.494117647058822
